,Encoding,CRF,TMO,Temporal,Spatial,Content,SurealMOS
7734,hlg,23,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sculpture,52.645274965485086
7735,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light3,62.46108822711188
7736,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing4,43.684565189148486
7737,pq,31,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,NighTraffic,35.552218893928234
7738,hlg,39,Yang21TMO,shot,desat_0.25,Birds,43.60025017835835
7739,hlg,23,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Birds,60.0317317207232
7740,pq,31,ITU21TMO,shot,peak_hdr_1000000.0,Light3,47.58357641704134
7741,hlg,31,Yang21TMO,framewise,desat_0.75,Blinds,42.38321881014286
7742,pq,23,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,CourtYard,48.56422782307316
7743,pq,31,Shan12TMO,shot,wavelet_haar_levels_4,Light3,59.51330584752761
7744,pq,23,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Chasing4,56.83307915249913
7745,pq,39,Yang21TMO,framewise,desat_0.0,Skyscraper,48.1318656413278
7746,hlg,39,Rana19TMO,framewise,desat_0.0,Fall,44.93427891168027
7747,pq,31,Rana19TMO,smooth,desat_0.75,Skyscraper,43.963770103218195
7748,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Fall,54.4265034201326
7749,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Blinds,52.660639735213884
7750,pq,31,ITU21TMO,framewise,peak_hdr_1000.0,Skyscraper,47.15606668488235
7751,hlg,31,Reinhard12TMO,framewise,viewing_cond_blue,Sculpture,52.981987533646944
7752,pq,31,Yang21TMO,shot,desat_0.5,Chasing4,48.204929741561656
7753,hlg,39,ITU21TMO,shot,peak_hdr_10000.0,Sculpture,44.21112550026158
7754,hlg,31,HableTMO,shot,desat_0.25,Sculpture,56.507748053185864
7755,pq,31,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Chasing4,32.98997274887284
7756,pq,31,Shan12TMO,smooth,wavelet_haar_levels_1,Skyscraper,60.40204316779027
7757,pq,23,Reinhard12TMO,framewise,viewing_cond_neutral,Light3,68.39913835081512
7758,hlg,31,Reinhard12TMO,shot,viewing_cond_green,Fall,56.82234079952375
7759,hlg,31,Reinhard12TMO,framewise,viewing_cond_green,Blinds,49.6038996849129
7760,hlg,31,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Fall,47.37119317108794
7761,hlg,23,Oskarsson17TMO,framewise,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Snow3,56.735956313647854
7762,hlg,23,Oskarsson17TMO,framewise,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Birds,48.25662128447872
7763,hlg,31,Reinhard12TMO,smooth,viewing_cond_red,Snow3,53.08947807725584
7764,hlg,31,DolbyVisionTMO,smooth,None,Blinds,54.492322824390854
7765,hlg,39,HableTMO,shot,desat_0.5,Birds,39.19339313316394
7766,pq,39,HableTMO,framewise,desat_0.5,Chasing4,36.54626452775168
7767,pq,31,Rana19TMO,framewise,desat_0.25,Chasing4,42.100109217068464
7768,hlg,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,Sculpture,58.603695631672146
7769,hlg,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Snow3,47.33901697954569
7770,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light3,53.87892698371018
7771,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing4,48.27579450036083
7772,pq,39,Reinhard12TMO,shot,viewing_cond_green,NighTraffic,52.16182276141292
7773,pq,23,Rana19TMO,framewise,desat_0.25,Skyscraper,46.9344188280263
7774,hlg,31,ITU21TMO,smooth,peak_hdr_1000.0,Birds,56.31321340624597
7775,pq,31,Rana19TMO,smooth,desat_0.5,CourtYard,44.703562176564205
7776,pq,23,ITU21TMO,shot,peak_hdr_100000.0,Chasing4,55.61438922485697
7777,hlg,23,Rana19TMO,smooth,desat_0.25,Snow3,52.40452216154456
7778,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Fall,49.602947211942904
7779,hlg,39,DolbyVisionTMO,framewise,None,Fall,62.958241320861596
7780,hlg,39,HableTMO,shot,desat_0.25,Birds,42.76737301701368
7781,hlg,23,Shan12TMO,smooth,wavelet_haar_levels_2,Birds,62.28976583256258
7782,pq,23,Rana19TMO,shot,desat_0.0,CourtYard,54.709358746875914
7783,hlg,31,Reinhard12TMO,smooth,viewing_cond_green,Birds,57.33693252060231
7784,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Snow3,54.54480924938163
7785,hlg,23,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Sculpture,53.750564392250006
7786,hlg,31,ITU21TMO,framewise,peak_hdr_1000000.0,Sculpture,50.71676462837192
7787,pq,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.25,NighTraffic,61.50503788313581
7788,hlg,31,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow3,55.18383380304565
7789,hlg,23,Reinhard12TMO,framewise,viewing_cond_blue,Fall,56.92398685219725
7790,pq,39,Reinhard12TMO,smooth,viewing_cond_red,CourtYard,64.22492165074814
7791,pq,31,Shan12TMO,shot,wavelet_haar_levels_1,NighTraffic,43.20278505100778
7792,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light3,62.54114838766862
7793,pq,23,Rana19TMO,framewise,desat_0.75,Skyscraper,46.01644222404679
7794,hlg,39,Reinhard12TMO,smooth,viewing_cond_green,Sculpture,44.39678599508637
7795,pq,23,Shan12TMO,smooth,wavelet_haar_levels_3,NighTraffic,40.340693872860655
7796,hlg,39,Rana19TMO,smooth,desat_0.5,Snow3,36.937791122818524
7797,hlg,39,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Blinds,45.12299531933548
7798,pq,31,Yang21TMO,shot,desat_0.75,CourtYard,51.308405624722695
7799,pq,39,Yang21TMO,shot,desat_0.0,NighTraffic,36.017311920982536
7800,pq,23,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,NighTraffic,67.00218628060982
7801,pq,23,Rana19TMO,shot,desat_0.25,CourtYard,53.54850024842928
7802,pq,23,ColorTransformTMO,framewise,None,Light3,73.33321960234214
7803,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Flowers,53.95469716340746
7804,hlg,39,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Snow1,40.57101258738625
7805,hlg,23,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset1,44.31753173010162
7806,pq,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,Daylight1,42.41948020790597
7807,pq,39,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Daylight1,37.510234718917594
7808,hlg,23,Rana19TMO,framewise,desat_0.75,Buildings,45.91301449081091
7809,hlg,23,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights2,57.67137830179259
7810,hlg,31,HableTMO,shot,desat_0.5,Snow2,51.26125588764261
7811,hlg,31,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights2,57.6190927660472
7812,pq,23,DolbyVisionTMO,framewise,None,Flowers,68.80839411979358
7813,hlg,39,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Lights2,54.497035744425524
7814,hlg,39,DolbyVisionTMO,framewise,None,Sunset1,48.07706951956516
7815,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Snow2,53.04411162693715
7816,hlg,31,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Snow2,52.11397578503009
7817,hlg,31,Reinhard12TMO,shot,viewing_cond_green,Lights2,58.11054202593665
7818,pq,23,Oskarsson17TMO,framewise,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,CargoBoat,37.35323209709106
7819,hlg,31,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Snow1,49.264388863104905
7820,pq,31,Rana19TMO,smooth,desat_0.0,Flowers,44.44084628674922
7821,hlg,23,Rana19TMO,shot,desat_0.5,Sunset1,43.56189138380256
7822,pq,23,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Chasing1,42.0904939166693
7823,hlg,31,HableTMO,smooth,desat_0.75,Snow2,46.45512570293237
7824,pq,23,ITU21TMO,smooth,peak_hdr_1000000.0,Chasing3,49.802618565928256
7825,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,CargoBoat,40.312235901306295
7826,hlg,39,ITU21TMO,smooth,peak_hdr_100000.0,Buildings,50.426016806032685
7827,pq,39,Yang21TMO,shot,desat_0.0,Chasing1,51.412517408407695
7828,pq,39,HableTMO,framewise,desat_0.0,Chasing1,50.402645439280796
7829,pq,23,Reinhard12TMO,smooth,viewing_cond_red,Chasing3,55.02318845237734
7830,hlg,39,Oskarsson17TMO,shot,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Lights2,46.92920354298968
7831,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Chasing1,43.13639955578955
7832,hlg,23,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Buildings,42.60615540623451
7833,pq,39,HableTMO,shot,desat_0.0,Daylight1,45.86948127024482
7834,pq,23,Shan12TMO,shot,wavelet_haar_levels_2,CargoBoat,42.697417295265645
7835,pq,39,Yang21TMO,smooth,desat_0.5,Chasing3,46.40201357176956
7836,hlg,23,Yang21TMO,framewise,desat_0.25,Buildings,45.28026848775894
7837,hlg,23,Shan12TMO,smooth,wavelet_haar_levels_3,Lights2,55.78996272406339
7838,pq,23,Reinhard12TMO,framewise,viewing_cond_blue,Flowers,69.63314652624202
7839,pq,39,Shan12TMO,shot,wavelet_haar_levels_1,Chasing3,45.278852158822744
7840,hlg,23,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Snow1,48.371914955867204
7841,pq,31,Yang21TMO,smooth,desat_0.5,Flowers,59.669095180697866
7842,hlg,39,HableTMO,shot,desat_0.25,Buildings,48.20844790984855
7843,pq,39,ITU21TMO,framewise,peak_hdr_1000.0,Daylight1,35.06957138577704
7844,hlg,39,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights2,52.84747349959154
7845,pq,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,CargoBoat,46.686738410605585
7846,hlg,39,HableTMO,framewise,desat_0.5,Sunset1,39.332673046941665
7847,hlg,31,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Buildings,47.26110403361671
7848,hlg,23,HableTMO,shot,desat_0.75,Sunset1,45.652739412797835
7849,pq,39,DolbyVisionTMO,smooth,None,Daylight1,45.536408504971156
7850,hlg,39,Reinhard12TMO,framewise,viewing_cond_blue,Snow2,43.05249095714984
7851,pq,39,HableTMO,smooth,desat_0.0,Chasing1,55.61119137116896
7852,pq,39,Shan12TMO,framewise,wavelet_haar_levels_3,Chasing3,44.94498960821062
7853,pq,39,ITU21TMO,shot,peak_hdr_1000000.0,Chasing1,46.00801927840439
7854,pq,23,Shan12TMO,framewise,wavelet_haar_levels_1,Daylight1,55.03967870693536
7855,hlg,23,Reinhard12TMO,framewise,viewing_cond_green,Snow1,57.06476948505911
7856,pq,39,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Daylight1,36.47858888534745
7857,pq,31,Yang21TMO,shot,desat_0.0,Chasing3,49.14542230548143
7858,hlg,23,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset1,40.80338868793951
7859,pq,31,HableTMO,smooth,desat_0.0,CargoBoat,44.54330324641907
7860,hlg,39,Rana19TMO,smooth,desat_0.5,Snow1,42.6525645841901
7861,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_3,Snow1,52.87429090405022
7862,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Sunset1,44.509299390042145
7863,pq,23,HableTMO,shot,desat_0.5,Flowers,55.10883737228549
7864,hlg,31,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Buildings,45.04263265118511
7865,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_4,Snow2,56.3658720621562
7866,hlg,31,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Buildings,48.88314903879587
7867,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Flowers,62.76705915446066
7868,pq,39,Rana19TMO,shot,desat_0.75,CargoBoat,33.182111141912806
7869,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing3,55.43018154929886
7870,hlg,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Snow1,44.09471341715981
7871,pq,39,Yang21TMO,shot,desat_0.5,Chasing3,46.618591653152286
7872,hlg,39,Reinhard12TMO,shot,viewing_cond_neutral,Lights2,49.779988304487794
7873,hlg,31,Rana19TMO,framewise,desat_0.0,Snow2,49.92446518523269
7874,hlg,39,ITU21TMO,framewise,peak_hdr_10000.0,Snow1,48.884413715928666
7875,pq,39,HableTMO,smooth,desat_0.5,Chasing1,47.09603553602807
7876,hlg,39,Yang21TMO,shot,desat_0.25,Snow2,44.58391190129064
7877,pq,39,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,CargoBoat,43.60557344511499
7878,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Flowers,53.71369489023473
7879,pq,39,Shan12TMO,shot,wavelet_haar_levels_1,Bonfire,38.53618107971884
7880,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Moon,52.07813850957336
7881,pq,39,Yang21TMO,shot,desat_0.25,OfficeBuilding,45.06779329483315
7882,pq,39,Yang21TMO,shot,desat_0.5,Bonfire,38.59847731907843
7883,pq,23,Shan12TMO,framewise,wavelet_haar_levels_4,Light4,57.407282467062686
7884,pq,31,Rana19TMO,framewise,desat_0.5,Porsche,43.95162280712796
7885,pq,23,Rana19TMO,smooth,desat_0.25,UrbanLandmark,44.821303583694885
7886,pq,23,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Bonfire,49.404509927769894
7887,hlg,31,HableTMO,smooth,desat_0.75,Lights1,48.76879758920623
7888,pq,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,OfficeBuilding,45.485794049655084
7889,hlg,31,Durand02TMO,smooth,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset2,59.54209530354837
7890,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Lights1,45.11368576971591
7891,pq,23,ITU21TMO,smooth,peak_hdr_1000.0,OfficeBuilding,46.030683364245434
7892,hlg,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Hockey,43.126048291141636
7893,hlg,23,ExpertTM,None,None,Sunset2,58.126034876519796
7894,pq,31,Shan12TMO,smooth,wavelet_haar_levels_4,Bonfire,49.95148538675256
7895,hlg,31,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Moon,51.65680053496465
7896,hlg,39,HableTMO,framewise,desat_0.25,Lights1,54.14383668650288
7897,pq,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,Porsche,61.314308339661956
7898,pq,31,Yang21TMO,shot,desat_0.25,UrbanLandmark,47.028700866473386
7899,pq,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,UrbanLandmark,48.78785653956961
7900,pq,39,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Bonfire,47.524868262969356
7901,hlg,23,ITU21TMO,framewise,peak_hdr_1000000.0,CoffeeShop,50.713456673425206
7902,pq,31,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,65.83268126380563
7903,pq,39,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,UrbanLandmark,34.83652311385435
7904,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Bonfire,57.26891165677322
7905,pq,39,HableTMO,shot,desat_0.0,OfficeBuilding,45.486431450252596
7906,pq,23,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,OfficeBuilding,57.962972097168205
7907,hlg,23,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Lights1,47.98773010190308
7908,hlg,31,Rana19TMO,smooth,desat_0.5,Hockey,41.035517441485645
7909,hlg,23,Reinhard12TMO,shot,viewing_cond_green,Lights1,62.55206872052571
7910,pq,39,Shan12TMO,shot,wavelet_haar_levels_4,Porsche,51.10315427647976
7911,pq,23,ColorTransformTMO,smooth,None,Porsche,66.22973630583216
7912,hlg,39,Eilertsen15TMO,shot,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset2,49.35766963913158
7913,pq,31,Yang21TMO,framewise,desat_0.75,Porsche,52.570633238043044
7914,hlg,23,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Hockey,58.553217915610716
7915,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,55.58475525827235
7916,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,CoffeeShop,64.50086977263472
7917,hlg,39,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Hockey,43.581697963250576
7918,pq,23,HableTMO,shot,desat_0.5,Porsche,69.86405159445798
7919,pq,23,HableTMO,shot,desat_0.75,OfficeBuilding,43.475602797159226
7920,hlg,39,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Lights1,46.53780820126934
7921,hlg,23,Reinhard12TMO,smooth,viewing_cond_green,Moon,51.67392749781193
7922,hlg,39,Oskarsson17TMO,framewise,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,CoffeeShop,48.53697779772909
7923,pq,23,Rana19TMO,framewise,desat_0.75,OfficeBuilding,40.75970222970906
7924,hlg,39,HableTMO,framewise,desat_0.0,Moon,46.43714014598614
7925,hlg,39,Reinhard12TMO,framewise,viewing_cond_blue,Sunset2,43.52089854258376
7926,hlg,23,Shan12TMO,shot,wavelet_haar_levels_4,CoffeeShop,50.20064646513673
7927,pq,23,Rana19TMO,shot,desat_0.5,Light4,38.605530031100315
7928,pq,31,Reinhard12TMO,smooth,viewing_cond_red,UrbanLandmark,51.318871018064264
7929,hlg,23,HableTMO,shot,desat_0.0,CoffeeShop,60.35325036999508
7930,hlg,23,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,CoffeeShop,56.06122486203979
7931,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,Moon,39.687453815777424
7932,hlg,31,Shan12TMO,framewise,wavelet_haar_levels_1,Moon,49.59693726520199
7933,hlg,23,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,CoffeeShop,53.01776790298084
7934,pq,23,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,UrbanLandmark,61.52986743287655
7935,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Sunset2,63.95567021598799
7936,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Bonfire,47.726256981373446
7937,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Hockey,40.879781492643595
7938,hlg,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Lights1,44.98765714519652
7939,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset2,47.131542336562575
7940,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Moon,48.7736046354338
7941,pq,31,Yang21TMO,smooth,desat_0.0,Light4,54.96977744338311
7942,pq,23,ITU21TMO,smooth,peak_hdr_10000.0,Light4,48.54740474185839
7943,hlg,39,Shan12TMO,smooth,wavelet_haar_levels_1,Moon,40.717760788201375
7944,pq,31,ITU21TMO,smooth,peak_hdr_1000.0,UrbanLandmark,40.9504369608565
7945,pq,23,Rana19TMO,smooth,desat_0.5,Light4,38.679945054403454
7946,pq,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.25,Porsche,65.51008680119634
7947,pq,39,Yang21TMO,smooth,desat_0.25,Porsche,52.14973278377426
7948,hlg,39,Shan12TMO,shot,wavelet_haar_levels_2,Sunset2,48.36320064042456
7949,hlg,31,Yang21TMO,smooth,desat_0.75,Lights1,44.760761929156004
7950,hlg,23,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,CoffeeShop,49.71099860760546
7951,pq,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,Light4,54.11038354881066
7952,hlg,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.25,Sunset2,51.60525165187076
7953,pq,31,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,firework,64.65492437298673
7954,pq,23,DolbyVisionTMO,smooth,None,football3,62.492773681488025
7955,hlg,39,Rana19TMO,shot,desat_0.75,StainedGlass,36.71485892942121
7956,hlg,31,Yang21TMO,framewise,desat_0.25,Sunroom,58.025442895088254
7957,hlg,31,ITU21TMO,smooth,peak_hdr_10000.0,Sunroom,58.537467090616445
7958,hlg,31,HableTMO,smooth,desat_0.75,Nativity,44.14568015779421
7959,pq,31,ITU21TMO,framewise,peak_hdr_10000.0,firework,55.760004727612035
7960,pq,31,Reinhard12TMO,shot,viewing_cond_neutral,golf2,52.21765256291494
7961,pq,23,Reinhard12TMO,framewise,viewing_cond_green,CenterPanorama,51.21654034526917
